#----------------------------------------------------------------------------------------------------------------------------------------------------
ID 	    PSRJ       Pref            RAJ           RAf    RAref     DECJ              DECf  DECref      P0                     P0f  P0ref     DM           DMf  DMref
#                               (hms)                              (dms)                              (s)                                    (cm^-3 pc)                   
#------------------------------------------------------------------------------------------------------------------------------------------------------
1392  J1748-2446W   rhs+05     17:48:04.8           0  clge02     -24:46:45            0  clge02     0.00420518               0  rhs+05     239.14         0  rhs+05     
1393  J1748-2446X   rhs+05     17:48:04.8           0  clge02     -24:46:45            0  clge02     0.00299926               0  fre08      240.03         0  rhs+05     
1394  J1748-2446Y   rhs+05     17:48:04.8           0  clge02     -24:46:45            0  clge02     0.00204816               0  rhs+05     239.11         0  rhs+05     
1395  J1748-2446Z   fre08      17:48:04.8           0  clge02     -24:46:45            0  clge02     0.00246259               0  fre08      238.85         0  fre08      

1396  J1748-30      ncb+15     17:48                5  ncb+15     -30:17               7  ncb+15     0.3827347                6  ncb+15     584            5  ncb+15     
1397  J1748-3009    kek+13     17:48:23.79          2  kek+13     -30:09:12.2          5  kek+13     0.009684273              2  kek+13     420.2          0  kek+13     
1398  J1749+16      dsm+16     17:49:29           117  dsm+16     +16:24               8  dsm+16     2.31165                  0  dsm+16     59.6           0  dsm+16     
1399  J1749-2347    hfs+04     17:49:15.61         12  hfs+04     -23:47:17           82  hfs+04     0.87448588170            4  hfs+04     344            4  hfs+04     
1400  J1749-2629    mhl+02     17:49:11.28          5  mhl+02     -26:29:10           19  mhl+02     1.33538779057           13  mhl+02     409           11  mhl+02     

1401  J1749-3002    jlm+92     17:49:13.49          3  hlk+04     -30:02:35            4  hlk+04     0.609873648673          15  hlk+04     509.4          3  hlk+04     
1402  J1749-4931    bbb+12     17:49:23.77          4  bbb+12     -49:31:59            2  bbb+12     0.445822307              2  bbb+12     55.29         49  tjb+14     
1403  J1749-5605    mlt+78     17:49:44.5           1  nmc81      -56:05:19            3  nmc81      1.3323097198             7  nmc81      58             5  nmc81      
1404  J1750+07      dsm+16     17:50:40           115  dsm+16     +07:33               8  dsm+16     1.90881                  0  dsm+16     55.4           0  dsm+16     
1405  J1750-2043    lfl+06     17:50:18.4           5  lfl+06     -20:43:08           75  lfl+06     5.639047079              3  lfl+06     239            7  lfl+06     

1406  J1750-2438    mhl+02     17:50:59.787         9  mhl+02     -24:38:58            7  mhl+02     0.712794036774          10  mhl+02     476            5  mhl+02     
1407  J1750-2444    hfs+04     17:50:22.96          8  hfs+04     -24:44:47           42  hfs+04     0.89937672140            5  hfs+04     331            4  hfs+04     
1408  J1750-2536    kek+13     17:50:33.39          2  kek+13     -25:36:43            3  kek+13     0.034749053              8  kek+13     178.4          0  kek+13     
1409  J1750-28      ncb+15     17:50:04.0           2  ncb+15     -28:45               7  ncb+15     1.3005131462             7  ncb+15     388           12  ncb+15     
1410  J1750-3157    jlm+92     17:50:47.318         9  hlk+04     -31:57:44.1          6  hlk+04     0.910362984150           5  hlk+04     206.34         4  hlk+04     

1411  J1750-3503    mld+96     17:50:44.501         6  dsb+98     -35:03:08.9          5  dsb+98     0.68401360292            3  dsb+98     189.35         2  dsb+98     
1412  J1750-3703A   dpm+01a    17:50:13.8016        5  frb+08     -37:03:10.95         2  frb+08     0.1116008373133          4  frb+08     233.82         3  frb+08     
1413  J1750-3703B   frb+08     17:50:12.1770        4  frb+08     -37:03:22.93         2  frb+08     0.006074542086503        6  frb+08     234.391        9  frb+08     
1414  J1750-3703C   frb+08     17:50:13.4541        7  frb+08     -37:03:05.58         3  frb+08     0.02656867837497         5  frb+08     230.67         2  frb+08     
1415  J1750-3703D   frb+08     17:50:13.0969        4  frb+08     -37:03:06.368       17  frb+08     0.005139936774902        4  frb+08     230.09        17  frb+08     

1416  J1751-2516    mhl+02     17:51:52.63          6  mhl+02     -25:16:43           26  mhl+02     0.39483578357           10  mhl+02     556            3  mhl+02     
1417  J1751-2857    sfl+05     17:51:32.693197     17  dcl+16     -28:57:46.520        3  dcl+16     0.003914873259435        3  dcl+16     42.84          3  dcl+16     
1418  J1751-3323    kbm+03     17:51:32.725        11  ywml10     -33:23:39.6          9  ywml10     0.54822710380            7  ywml10     296.7          6  kbm+03     
1419  J1751-4657    wvl69      17:51:42.233        11  smd93      -46:57:24.8          2  smd93      0.742352395470          10  smd93      20.4           4  dmk+93     
1420  J1752+2359    fcwa95     17:52:35.42          2  lwf+04     +23:59:48.2          2  lwf+04     0.409050865044           9  lwf+04     36.19635      60  bkk+16     

1421  J1752-2410    hfs+04     17:52:58.742        15  hfs+04     -24:10:26           15  hfs+04     0.1910366935341         19  hfs+04     508.3          9  hfs+04     
1422  J1752-2806    tv68       17:52:58.6896       17  hlk+04     -28:06:37.3          3  hlk+04     0.56255763553            3  hlk+04     50.372         8  hlk+04     
1423  J1752-2821    mhl+02     17:52:24.55          3  mhl+02     -28:21:10            9  mhl+02     0.64022949952            4  mhl+02     516.3         13  mhl+02     
1424  J1753-12      bb10       17:52:53            58  bb10       -12:59              15  bb10       0.405454                 1  bb10       73.2          52  bb10       
1425  J1753-1914    lfl+06     17:53:35.171        12  lfl+06     -19:14:58            3  lfl+06     0.0629548889725         12  lfl+06     105.3          3  lfl+06     

1426  J1753-2240    kkl+09     17:53:39.847         5  kkl+09     -22:40:42            1  kkl+09     0.0951378086771          7  kkl+09     158.6          4  kkl+09     
1427  J1753-2501    cl86       17:53:30.61          3  hlk+04     -25:00:25           15  hlk+04     0.52833640936            3  hlk+04     672            3  hlk+04     
1428  J1753-38      bb10       17:53                1  kjv+10     -38:49               7  kjv+10     0.666804                 0  kjv+10     168            0  kjv+10     
1429  J1754-2422    kjv+10     17:54:36.56          6  bbb+12     -24:22:24           49  bbb+12     2.0902480768             4  bbb+12     738            6  bbb+12     
1430  J1754-30      mll+06     17:54:16            33  kkl+11     -30:11               7  kkl+11     1.32049                  1  kkl+11     293           19  kkl+11     

1431  J1754-3443    hfs+04     17:54:37.372        14  hfs+04     -34:43:53.9         10  hfs+04     0.361690595821          10  hfs+04     187.7          9  hfs+04     
1432  J1754-3510    lfl+06     17:54:54.616         7  lfl+06     -35:10:43.0          5  lfl+06     0.392703893399           3  lfl+06     82.3           3  lfl+06     
1433  J1754+5201    dtws85     17:54:22.92          5  hlk+04     +52:01:12.3          5  hlk+04     2.39139679486            3  hlk+04     35.0096       64  bkk+16     
1434  J1755-0903    bbb+12     17:55:10.364         5  bbb+12     -09:03:51.6          2  bbb+12     0.190709642575           4  bbb+12     63.7           2  bbb+12     
1435  J1755-1650    lfl+06     17:55:11.648        18  lfl+06     -16:50:41            3  lfl+06     0.73374443871            3  lfl+06     159.9         10  lfl+06     

1436  J1755-2025    kel+09     17:55:35.801         6  kel+09     -20:25:00            0  kel+09     0.322231178915           5  kel+09     364.3          5  kel+09     
1437  J1755-25      ncb+15     17:55:36            30  ncb+15     -25:53               7  ncb+15     0.31519598238            5  ncb+15     751            3  ncb+15     
1438  J1755-2521    mhl+02     17:55:59.71          9  mhl+02     -25:21:27           48  mhl+02     1.1759678772             5  mhl+02     252            4  mhl+02     
1439  J1755-25211   hfs+04     17:55:19.31          5  hfs+04     -25:21:09           18  hfs+04     1.00451255339            7  hfs+04     835            5  hfs+04     
1440  J1755-2534    hfs+04     17:55:49.82          3  hfs+04     -25:34:39           11  hfs+04     0.233540625445           9  hfs+04     590            3  hfs+04     

1441  J1755-26      ncb+15     17:55:16.29          4  ncb+15     -26:00               1  ncb+15     0.43087215605           14  ncb+15     405            4  ncb+15     
1442  J1755-2725    mhl+02     17:55:41.88          9  mhl+02     -27:25:45           24  mhl+02     0.26195467832            5  mhl+02     115            5  mhl+02     
1443  J1755-33      kek+13     17:55:12            30  kek+13     -33:31               7  kek+13     0.959466                 4  kek+13     266.5          0  kek+13     
1444  J1755-3716    nbb+14     17:55:35.4462        4  nbb+14     -37:16:10.78         4  nbb+14     0.01278606928999        10  nbb+14     167.603       19  nbb+14     
1445  J1756+18      naf03      17:56:00            18  naf03      +18:19               5  naf03      0.744                    1  naf03      77             1  naf03      

1446  J1756-2225    hfs+04     17:56:25.56          8  hfs+04     -22:25:48           66  hfs+04     0.40498030096            9  hfs+04     326            4  hfs+04     
1447  J1756-2251    fsk+04     17:56:46.633812     15  fsk+14     -22:51:59.35         2  fsk+14     0.0284615890259983       5  fsk+14     121.196        5  fsk+14     
1448  J1756-2435    cl86       17:56:57.913         5  hlk+04     -24:35:34            4  hlk+04     0.6704799625529         14  hlk+04     367.1          4  hlk+04     
1449  J1756-25      ncb+15     17:56:42            30  ncb+15     -25:28               7  ncb+15     0.855986                 2  ncb+15     706            8  ncb+15     
1450  J1756-2619    kel+09     17:57:19.39          2  kel+09     -26:19:08            9  kel+09     0.72451374873           11  kel+09     534            2  kel+09     

1451  J1757-15      bbb+12     17:57:24             0  bbb+12     -15:03:18            0  bbb+12     0.1794                   0  bbb+12     150            0  bbb+12     
1452  J1757-2223    mhl+02     17:57:50.772         4  mhl+02     -22:23:49            4  mhl+02     0.1853101015788         11  mhl+02     239.3          4  mhl+02     
1453  J1757-2421    kom74      17:57:29.3362       14  hlk+04     -24:22:07.4         15  hlk+04     0.234100571494           4  hlk+04     179.454       11  hlk+04     
1454  J1757-27      ncb+15     17:57:54.795         2  ncb+15     -27:45               7  ncb+15     0.01768721477177        11  ncb+15     334            0  ncb+15     
1455  J1757-5322    eb01       17:57:15.1615        3  eb01b      -53:22:26.387        5  eb01b      0.008869961227277        4  eb01b      30.817         7  eb01b      

1456  J1758-1931    hfs+04     17:58:05.60          7  hfs+04     -19:31:41           11  hfs+04     0.69255157815            7  hfs+04     207            5  hfs+04     
1457  J1758-2206    mhl+02     17:58:44.45          3  mhl+02     -22:06:45           19  mhl+02     0.430278250497          15  mhl+02     678            4  mhl+02     
1458  J1758-2540    mhl+02     17:58:31.94          9  mhl+02     -25:40:49           46  mhl+02     2.1072633712             4  mhl+02     218.2         13  mhl+02     
1459  J1758-2630    mhl+02     17:58:34.27         14  mhl+02     -26:30:10           21  mhl+02     1.20289346322           18  mhl+02     328            3  mhl+02     
1460  J1758-2846    lfl+06     17:58:15.41          3  lfl+06     -28:46:02            5  lfl+06     0.76670638621            3  lfl+06     66.6           3  lfl+06     

1461  J1758+3030    cnst96     17:58:25.88          2  snt97      +30:30:24.0          6  snt97      0.94725581104            8  snt97      35.0674       14  bkk+16     
1462  J1759-1029    bbb+12     17:59:34.30          4  bbb+12     -10:29:57            3  bbb+12     2.5122628118             5  bbb+12     110           10  bbb+12     
1463  J1759-1736    lfl+06     17:59:28.16          7  lfl+06     -17:36:10            7  lfl+06     0.79845156695            8  lfl+06     206            3  lfl+06     
1464  J1759-1903    hfs+04     17:59:41.76         16  hfs+04     -19:03:19           27  hfs+04     0.73150547250           17  hfs+04     467            4  hfs+04     
1465  J1759-1940    mhl+02     17:59:57.040        15  mhl+02     -19:40:29            5  mhl+02     0.254720352269           7  mhl+02     302.7         10  mhl+02     

1466  J1759-1956    mhl+02     17:59:35.42          4  mhl+02     -19:56:08           15  mhl+02     2.8433888097             3  mhl+02     236.4         19  mhl+02     
1467  J1759-2205    mlt+78     17:59:24.1569       13  hlk+04     -22:05:33.0         11  hlk+04     0.460974127869           9  hlk+04     177.157        5  hlk+04     
1468  J1759-2302    mhl+02     17:59:49.23          9  mhl+02     -23:02:08          198  mhl+02     0.81071772906           12  mhl+02     889            1  mhl+02     
1469  J1759-2307    mhl+02     17:59:30.945        20  mhl+02     -23:07:17           46  mhl+02     0.55888867754            3  mhl+02     812.6         15  mhl+02     
